"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1607.33/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode"
"0xfd2a288949e7dbe8a73f3e9522158deda2855967b5669d3f4f8f3beafd9a68d2","5016420","1517562677","2018-02-02 09:11:17","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x6ff8bebcc5f1fac5d3288ce38977b18a1b454126f4add1369b553c6bfb313d64","5016420","1517562677","2018-02-02 09:11:17","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x56f65bcb86843c2786516c666c120aee9a96bce4db904089b0980c4e1e98240a","5016421","1517562690","2018-02-02 09:11:30","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x12d1a627caf96900f7848fc80830ad6eef73b3ed12df3449f51719d0bbd6024e","5016421","1517562690","2018-02-02 09:11:30","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x190c6685f72b8ccec927602ac8fb02e425551e815b2f98f7ba8972b6ad5050d1","5016421","1517562690","2018-02-02 09:11:30","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xf17a4ca1625ca19ee25342bc5e676eb1e22920927b87a2760499a52770e60114","5016421","1517562690","2018-02-02 09:11:30","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xdded99f16f3c6aee18680fd9fdf1c9217f0d6895c80e351e68f0b845b8ecb30d","5016424","1517562721","2018-02-02 09:12:01","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x59fc4051ac54337a4cb97de0a902a185f96836b35b677c42c420b582ae79aa1b","5016428","1517562746","2018-02-02 09:12:26","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x927ce16b2337c0da7578cf5c9876d4321dd5ae366750fe0c56e0248eb7e51c6e","5016429","1517562749","2018-02-02 09:12:29","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517396","0.83162611268","917.47","","",""
"0x817e4de9b4a348ee3c0a1c740a65fb8631f5a47570bd3c6076e115969b0bab2e","5016430","1517562778","2018-02-02 09:12:58","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x2f098b5b747f6eb566ff8dbf5e41e6911e6634bf989081d19690b097555f8489","5016431","1517562810","2018-02-02 09:13:30","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xdcd3f0e31a7e717b0f165c17f2d953af8ee9de690c03d012626b5ecb741d7a3d","5016432","1517562817","2018-02-02 09:13:37","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xfe94094360623c0debb20dce218f2141a2ac2e34984fe2f49ebd3b527bab1844","5016432","1517562817","2018-02-02 09:13:37","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x571665b466c6ed87628742f4ea33aba1aa7c0a94dee73303916ec48da27b188e","5016432","1517562817","2018-02-02 09:13:37","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x8c3e215fc59f8c2c56e156a8ed52ac3416f43b054c7b6079645425a06a58af9e","5016432","1517562817","2018-02-02 09:13:37","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x52708f5bf258797921c3a7fb154359e11bd0845f994723eb8882b835037c21e0","5016432","1517562817","2018-02-02 09:13:37","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xa69cb1a349ca5e423ef2d1870dabfdc84bd0f5d3aa7c18c7a749faddc5ade943","5016432","1517562817","2018-02-02 09:13:37","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x6c1746be9b3ea22de5a5be50d607cf28dcc348a26dc6a74751341932cc42d8ae","5016432","1517562817","2018-02-02 09:13:37","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xf79f9be50ad75fe2180663795e4780381ebea7f5fe15d64a1f853b4a8dca73af","5016432","1517562817","2018-02-02 09:13:37","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x5f1630b27543853b66eaf22b0c93a9624e35b790e519db6354c89cffddb3de47","5016432","1517562817","2018-02-02 09:13:37","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xfc294ce3cd0a60f81e476f4a26979090d7fbf2e4480fb6b218feb7bb274a0308","5016436","1517562889","2018-02-02 09:14:49","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xab67f994d2f4d009c403093787bb48e4fdd9981ab9287f4c184a3c60198d8783","5016436","1517562889","2018-02-02 09:14:49","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x2575fc6947aafcc8e2471f9411ab8d60040b477b08891a5ec2f9bc47b4619f71","5016436","1517562889","2018-02-02 09:14:49","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x479eb19dd409a171f13b3fd1253a9477e61603997d9387d9b9ac202a52c4cc38","5016436","1517562889","2018-02-02 09:14:49","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xa35aaf78e4cb267dbcd74f74e785f9661a8df776bcd5f8f3ebfa31e71820045d","5016436","1517562889","2018-02-02 09:14:49","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x0e5c7b4fcb3e95ab7512e749a48c3f78f197f494df6c215e3b357749dda26dc3","5016438","1517562904","2018-02-02 09:15:04","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x147119760b70f7fc136cc8f033ee81292d586f02da4fb3a1a40272934d0bcb05","5016439","1517562907","2018-02-02 09:15:07","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x24b09955d823d01bc089564fa4f414bfa9f5ea72cc289b87123289c386df8777","5016439","1517562907","2018-02-02 09:15:07","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xc205a8da438f9bd1fc6c22208d2ac989ca5f551868adce24d8424994859899f1","5016439","1517562907","2018-02-02 09:15:07","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x67b86fc5dc66be3b8bf40a1e757dc9ac18395d0be8ea747b15d271cec2c9646f","5016439","1517562907","2018-02-02 09:15:07","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xc921768632bf719204d0ba13c79c7df70630d2aa4cc4c85f23d1164992939563","5016439","1517562907","2018-02-02 09:15:07","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xcceb94810343f725f8177e1aa1c36cffcf76fe004771aed46563242cd5dc858a","5016439","1517562907","2018-02-02 09:15:07","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x82275d495dfc3ae7079220061a72f2910017607a511377e4cc178ee455161383","5016439","1517562907","2018-02-02 09:15:07","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xe71eb8161d4c99352923245a4a0947f459fb4b13ded9b2cf2867f2e3c48886d4","5016439","1517562907","2018-02-02 09:15:07","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0x70eee46e59627eafeb83cab692a3f172adb82a9f3c65d48da0c471bcf78141ef","5016439","1517562907","2018-02-02 09:15:07","0x37eb84e50ec8fa5cafd6e2c8b811f3ba8a235e79","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0","0","0","0.000517652","0.83203758916","917.47","","",""
"0xbc08898383e4b88afc7f389b5c01f567c6b48316ce5a5c3236c74cd1d9508dc5","5023250","1517661171","2018-02-03 12:32:51","0xf22dedfa56317ce14527251d83e36777d9850ae5","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.01","0","16.0733","0.003091244","4.96864921852","970.87","","",""
"0xe1582ff52e685187853cb6b34d202e36a20c856c4304d900de873708441bd232","5024150","1517674607","2018-02-03 16:16:47","0xf22dedfa56317ce14527251d83e36777d9850ae5","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.01","0","16.0733","0.001496508","2.40538220364","970.87","","",""
"0xdbc5ead73522ff44fad51906049bb785397cbecde73e1e1ff6cdfda98fa33dc0","5024165","1517674851","2018-02-03 16:20:51","0xf22dedfa56317ce14527251d83e36777d9850ae5","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","40","0","64293.2","0.001496508","2.40538220364","970.87","","",""
"0x8fdf196db18ac1fa9b241fafdd68e5bc61f90a3d16bf99d5a8fec4523286615f","5024194","1517675206","2018-02-03 16:26:46","0xf22dedfa56317ce14527251d83e36777d9850ae5","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","4.427","0","7115.64991","0.001496508","2.40538220364","970.87","","",""
"0xe18b5ef3a7b3baeaf3baa7f6848756aae24c48b1b87caf4745847292ad317c69","5029479","1517751415","2018-02-04 13:36:55","0xf22dedfa56317ce14527251d83e36777d9850ae5","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","3.7","0","5947.121","0.001496508","2.40538220364","827.59","","",""
"0x20628dc50f210a016c74d96a451cee71ed7e65b671b1a8d3cb1850c173496d02","5029483","1517751538","2018-02-04 13:38:58","0xf22dedfa56317ce14527251d83e36777d9850ae5","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.01","0","16.0733","0.001496508","2.40538220364","827.59","","",""
"0x7aabf986514b3a22c9d5278e9a142c939206102e775e0af4b498df6c5870fe39","5034027","1517817647","2018-02-05 08:00:47","0x9ee488160a428d07aad5b094bbb35ca9a9bc3709","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.4","0","642.932","0.011770506","18.91908740898","695.08","","",""
"0x4ef1c0c869184b16171b683a1886f167f30ac0a7a16989ba58bc6547b25337ac","5034032","1517817727","2018-02-05 08:02:07","0x4659e6e1b513e72900a420b3fcd8ca1b0921a516","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.595578336552001984","0","957.290927690129","0.004874654","7.83517761382","695.08","","",""
"0x36f1fbee1080f452c0bd045f6959081767a2026943299c8a1fc322aa4a0be763","5034032","1517817727","2018-02-05 08:02:07","0x50b4a84c42925c8eb67b64733cf9593146b972e1","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.1","0","160.733","0.004874654","7.83517761382","695.08","","",""
"0xb3fa64e98a4027762f367f3fac63a4fd6da09934a8476af1cdc44bfc6ca323dd","5034035","1517817759","2018-02-05 08:02:39","0x0b2128b4a905279c81aa9a9d3ef35539021c231a","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.1299999999999999","0","1816.2829","0.000356682","0.57330567906","695.08","","",""
"0x7e593a97a3af869b639a0de924a3dd7d3b8515e53b08a70aeb104131451eff9d","5034035","1517817759","2018-02-05 08:02:39","0xa4b9192fe0d0d5fedcedb252b299cff494b5abb2","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.0900000000000001","0","1751.9897","0.000356682","0.57330567906","695.08","","",""
"0x1db1e27408e917c235e75048fba67bbe6f7c1f21a45cc6952879deb99b374f90","5034035","1517817759","2018-02-05 08:02:39","0xad13f0a299fb4bbcb7deb791e7458e7d0e067e82","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.66","0","1060.8378","0.000237788","0.38220378604","695.08","","",""
"0x3ae91d975dab3597a2cd7592047a5936bd0cb3a6b764967c9f3d813f84405c9f","5034036","1517817769","2018-02-05 08:02:49","0xbadea81f6450be39e021c6c0bb57d6b4012816db","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.02","0","32.1466","0.004874654","7.83517761382","695.08","","",""
"0x82c99d899dd6e5d6511d5f55900c180758b5824ce4a485f79cfb3bd16ae99a43","5034036","1517817769","2018-02-05 08:02:49","0x37fd8ce32c40b9a64a5753610f5518da4c117439","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.19","0","305.3927","0.00059447","0.9555094651","695.08","","",""
"0x99a702a40e3570d9fdfcc6f9af59763716b1857152cdfb81e9f68248026be14b","5034038","1517817780","2018-02-05 08:03:00","0xbf7c6fce0fb0f999774d78139cedd99874531d58","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","2","0","3214.66","0.00475576","7.6440757208","695.08","","",""
"0xeeebafe368bc915a26b156150b739ed6554cf78ba531c6d01c24141673d6d4b5","5034040","1517817813","2018-02-05 08:03:33","0x93ff9887fa0e43be7707cea03a57aebd0fc1476e","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.2","0","321.466","0.002496774","4.01313975342","695.08","","",""
"0x216ac706aa40d4b07dddcc42febf51ddfa5a419cf3a787f3ce55efc7480305bd","5034040","1517817813","2018-02-05 08:03:33","0xcfb00ee61c4187db01149ac33fb2f4d95aa7fffb","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.53","0","851.8849","0.00059447","0.9555094651","695.08","","",""
"0x1c0e020104877faa8bd250dacadc27bbe6683efa6ede0377a75bfca7a5f36dda","5034045","1517817892","2018-02-05 08:04:52","0x276cf58843f03d24686faacdadb5aaebf588c2fe","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.26","0","417.9058","0.000475576","0.76440757208","695.08","","",""
"0xe5a8cfc81d111b7e7ee38840cdf7f4ea1da34b41475521120cfd8b281e59a008","5034045","1517817892","2018-02-05 08:04:52","0xa9a38cb7b3ed3e65177ea42e892b2463d5435b8a","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.68","0","2700.3144","0.000356682","0.57330567906","695.08","","",""
"0xf97b51c4f261239ec09a92f3d4d90acf01d855dea3f3e855e7dd50bbc071ee59","5034045","1517817892","2018-02-05 08:04:52","0x2f88d4c7a352fafc4e07ada1da6e571267aa6324","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.58","0","2539.5814","0.000356682","0.57330567906","695.08","","",""
"0x51964a804a9578ffde6bcfc37d85e9e5c619ca5379723e21c5ceeba9ce81bfd4","5034049","1517817923","2018-02-05 08:05:23","0xdd374131a86cf0b6ef3a5f8ed589634f05148cde","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.75","0","2812.8275","0.000237788","0.38220378604","695.08","","",""
"0xa8a8f5f6fce575390b2709a215b61a8dfa9480a0a4bd372224f13b2ec24148bc","5034051","1517817946","2018-02-05 08:05:46","0xab87130f2c2a03c40f753419d598037b73889a4a","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.57","0","2523.5081","0.00059447","0.9555094651","695.08","","",""
"0xce172bc02b9a19a4297ff53c193c103765a6ac2a9c53a3e4998dd864cc89c5f0","5034053","1517817957","2018-02-05 08:05:57","0x8d87ac0df148c7cc1094d94d9c2a66e6508d6dc3","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.069","0","1718.23577","0.00059447","0.9555094651","695.08","","",""
"0x8760bfb145fe24157f525ce4fc7fd0a834b49e69ef98ebe063b491797bf42074","5034053","1517817957","2018-02-05 08:05:57","0x7bf7cb60cbea9436b2dce15a883de5c73ae42cb6","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.33","0","530.4189","0.00059447","0.9555094651","695.08","","",""
"0xc8fb6ea2ccd249be66bb69f9eb1b05e7fa5aaff1812466e9a95b0cc80471b765","5034056","1517817982","2018-02-05 08:06:22","0xa8087c0ba3d480e0f92ac24997ff581c9006ff78","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.3","0","482.199","0.00356682","5.7330567906","695.08","","",""
"0x8034e017af6e7d639d62fe49dd6c9cf8db2c3fdad75067ce4f13fba6477b0f49","5034057","1517817988","2018-02-05 08:06:28","0xaabdf8b2218d5535ad2275fd72583401fb0bf4bf","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.59","0","948.3247","0.00059447","0.9555094651","695.08","","",""
"0x836b4313bbdea0594253b32cd27fae4720c7668151f57c6e746b958ae3943824","5034059","1517818002","2018-02-05 08:06:42","0x040ec569e55b7b70dc245a5e8586423fe44d0441","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.42","0","675.0786","0.00059447","0.9555094651","695.08","","",""
"0x5e88c0910e83aa72b45b973adfe60d89cf5ebcf40d0db1880225e2552141d7ec","5034059","1517818002","2018-02-05 08:06:42","0x4b0830659933b678d203db97c5c228b3a7399856","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.35","0","2169.8955","0.000356682","0.57330567906","695.08","","",""
"0x89d3921d390c7ff92dc819d5ff5bd6fc40d0c9678419653f7e2ba32cd4c8bef7","5034061","1517818021","2018-02-05 08:07:01","0xd296c15cb7bd840fa1921c4ee098d35a507fa665","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.17","0","1880.5761","0.000237788","0.38220378604","695.08","","",""
"0x26591ef97119cfbefb28baff8fa3617c4d29f8b45011a0de50fffcb1a22a9b91","5034062","1517818038","2018-02-05 08:07:18","0x870ce40beea5c3285f855bbf55346c41aa76c76c","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.34","0","2153.8222","0.000475576","0.76440757208","695.08","","",""
"0x7ca08b96e14e3f76ba61f83b257b25fd099ece34113c2c2d09fb3254e09a537b","5034068","1517818109","2018-02-05 08:08:29","0x065505d482ea45a53f3a951703b9a53acd4b0eb0","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.07","0","1719.8431","0.00059447","0.9555094651","695.08","","",""
"0xd200a5308dd6dcda72b8756773eb048b07aa392e131a8435b66320b42426b6ca","5034068","1517818109","2018-02-05 08:08:29","0x87333c24a5a1d26401bb49a7ade342fb11720fd6","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.2","0","321.466","0.000356682","0.57330567906","695.08","","",""
"0x6a9e847dac4b290153079b4214e204469bd53f6a4e19a91c81c32383fee7bb4f","5034068","1517818109","2018-02-05 08:08:29","0x46bb518cfaa37d5d16ab88a932bff67cbbb08894","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.6198","0","2603.553134","0.000118894","0.19110189302","695.08","","",""
"0x54970aceb1146f1d35e10491bab78d156e27db269787ea960a7c1e3a5ffd4c90","5034071","1517818127","2018-02-05 08:08:47","0xcce41cc3455eba1325c2f029f518e89008a17a4e","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.1399999999999999","0","1832.3562","0.000118894","0.19110189302","695.08","","",""
"0x3ed02bcc89e8e325046c5a4a315542b36151e1a18e40b4421c6136580c6069a1","5034071","1517818127","2018-02-05 08:08:47","0xadc6481c953502cb0ab1163dfe1069f5848dd149","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.1100000000000001","0","1784.1363","0.000118894","0.19110189302","695.08","","",""
"0x6b341d06418192fdb3611cf34dc1b9d08837841dc10bb75d27ee27c5516217af","5034072","1517818140","2018-02-05 08:09:00","0x47e65b94e519bc7bc37df3f93cd0a6d53593770b","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.75","0","1205.4975","0.000475576","0.76440757208","695.08","","",""
"0x79bb42165db788ba9fb0caeaaf2734ea35c48834917a95a0e2467735e7fac563","5034072","1517818140","2018-02-05 08:09:00","0xa7ce56ca98110372d5d5cbf027ba0e578d61719d","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.48","0","2378.8484","0.000356682","0.57330567906","695.08","","",""
"0xb949162da16774d8af0e96b3c62f6de4f00a7b23e82ad3314a17d6d84fb32277","5034074","1517818163","2018-02-05 08:09:23","0x819298a0bf11f3163f8a6a54f01bf1d70867bbc6","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","0.36","0","578.6388","0.000356682","0.57330567906","695.08","","",""
"0xb3e7bfd86b17cab46fc33c9139149b44a960410e01f21104a1f3464467420315","5034079","1517818186","2018-02-05 08:09:46","0xd367780990cbc9aceebc26a846b5eec2aab3854b","0x2eae96e6bf99565c9d8ce978b24c3fc3b552dc7b","","1.43","0","2298.4819","0.000237788","0.38220378604","695.08","","",""
